location,context,observed,expected,authority,tolerance,status
TABLES_V2_1/Supplementary_Table_S3.csv,"OT_RUN No-smoothing PCC,Brier,39,0.005764661580451331,0.003959465270784498,0.004685966874772084,0.002674748156273099,0.007503158803144958,0.004828410646871859,0.004596948",0.004685966874772084,0.004685966874772084,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"CC,Brier,39,0.005764661580451331,0.003959465270784498,0.004685966874772084,0.002674748156273099,0.007503158803144958,0.004828410646871859,0.004596948654856689,0.007044791",0.002674748156273099,0.002674748156273099,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"61580451331,0.003959465270784498,0.004685966874772084,0.002674748156273099,0.007503158803144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,202608",0.007503158803144958,0.007503158803144958,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"65270784498,0.004685966874772084,0.002674748156273099,0.007503158803144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,20260810,NOT_PRELOCKED_NOT_",0.004828410646871859,0.004828410646871859,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"66874772084,0.002674748156273099,0.007503158803144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,",0.004596948654856689,0.004596948654856689,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"48156273099,0.007503158803144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,average_precision,39",0.00704479139581632,0.00704479139581632,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"158803144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,average_precision,39,0.404",10000,10000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"144958,0.004828410646871859,0.004596948654856689,0.00704479139581632,10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,average_precision,39,0.404364802068",20260810,20260810,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"32,10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,average_precision,39,0.40436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"10000,20260810,NOT_PRELOCKED_NOT_RUN No-smoothing PCC,average_precision,39,0.40436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521825,0.57552222154337",0.40436480206898673,0.40436480206898673,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"RELOCKED_NOT_RUN No-smoothing PCC,average_precision,39,0.40436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521825,0.5755222215433748,0.303063809191192",0.20907832050513858,0.20907832050513858,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"smoothing PCC,average_precision,39,0.40436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401",0.4197155058804299,0.4197155058804299,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"ge_precision,39,0.40436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001",0.2724584123521825,0.2724584123521825,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"0436480206898673,0.20907832050513858,0.4197155058804299,0.2724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,",0.5755222215433748,0.5755222215433748,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"20907832050513858,0.4197155058804299,0.2724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,NOT_PRELOCKED_NOT_RU",0.30306380919119236,0.30306380919119236,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"4197155058804299,0.2724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,NOT_PRELOCKED_NOT_RUN ",0.33964211645401166,0.33964211645401166,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"724584123521825,0.5755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,NOT_PRELOCKED_NOT_RUN ",0.4687456176001924,0.4687456176001924,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"755222215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,NOT_PRELOCKED_NOT_RUN ",10000,10000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S3.csv,"215433748,0.30306380919119236,0.33964211645401166,0.4687456176001924,10000,20260810,NOT_PRELOCKED_NOT_RUN ",20260810,20260810,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"evaluation,method,metric,N_total,N_finite,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.2",95,95,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,",metric,N_total,N_finite,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.",95,95,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"tstrap_95ci_low,bootstrap_95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.091201091",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"rap_95ci_low,bootstrap_95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.091201091044",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"_95ci_low,bootstrap_95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.09120109104428663,0.297468783756",0.21556589877238333,0.21556589877238333,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"95ci_high crossfitted_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.09120109104428663,0.2974687837566823,0.1698533605102",0.16057018126125533,0.16057018126125533,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"d_threshold,FIXED,dice_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.09120109104428663,0.2974687837566823,0.16985336051023686,0.2674448003235",0.17748534359324275,0.17748534359324275,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"ce_fixed,40,40,0.21556589877238333,0.16057018126125533,0.17748534359324275,0.09120109104428663,0.2974687837566823,0.16985336051023686,0.2674448003235076 crossfitted_thre",0.09120109104428663,0.09120109104428663,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"56589877238333,0.16057018126125533,0.17748534359324275,0.09120109104428663,0.2974687837566823,0.16985336051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_di",0.2974687837566823,0.2974687837566823,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"057018126125533,0.17748534359324275,0.09120109104428663,0.2974687837566823,0.16985336051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.222234048",0.16985336051023686,0.16985336051023686,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"748534359324275,0.09120109104428663,0.2974687837566823,0.16985336051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.14708135",0.2674448003235076,0.2674448003235076,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"16985336051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.094135914719",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"85336051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.094135914719640",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"36051023686,0.2674448003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.289703130016234",0.22223404839292007,0.22223404839292007,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"8003235076 crossfitted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.1793456914183",0.147081354913252,0.147081354913252,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"tted_threshold,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.17934569141838044,0.268813790523",0.2052862059284397,0.2052862059284397,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"D,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.17934569141838044,0.26881379052376175 crossfitted_th",0.09413591471964063,0.09413591471964063,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.17934569141838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_",0.28970313001623493,0.28970313001623493,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.17934569141838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301",0.17934569141838044,0.17934569141838044,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"52862059284397,0.09413591471964063,0.28970313001623493,0.17934569141838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301912736929374,0.00281",0.26881379052376175,0.26881379052376175,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"34569141838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"69141838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"41838044,0.26881379052376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134",0.006301912736929374,0.006301912736929374,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2376175 crossfitted_threshold,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.0054511398",0.0028138783705253362,0.0028138783705253362,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"reshold,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.005451139892318402,0.007166331",0.00580276136415055,0.00580276136415055,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.005451139892318402,0.007166331826087403 crossfitted",0.004003951752135875,0.004003951752135875,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"12736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.005451139892318402,0.007166331826087403 crossfitted_threshold,FIXED,aver",0.008300134343036199,0.008300134343036199,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.005451139892318402,0.007166331826087403 crossfitted_threshold,FIXED,average_precision,40,40,0",0.005451139892318402,0.005451139892318402,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"76136415055,0.004003951752135875,0.008300134343036199,0.005451139892318402,0.007166331826087403 crossfitted_threshold,FIXED,average_precision,40,40,0.2293721052409144,0.1",0.007166331826087403,0.007166331826087403,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2318402,0.007166331826087403 crossfitted_threshold,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"8402,0.007166331826087403 crossfitted_threshold,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2,0.007166331826087403 crossfitted_threshold,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.3539855684790",0.2293721052409144,0.2293721052409144,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"403 crossfitted_threshold,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.1758841198871",0.18719922765289493,0.18719922765289493,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"shold,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.17588411988712874,0.289792153194",0.1735853639516701,0.1735853639516701,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.17588411988712874,0.28979215319490303 crossfitted_th",0.09479573938614945,0.09479573938614945,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.17588411988712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dic",0.35398556847904783,0.35398556847904783,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.17588411988712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.3257",0.17588411988712874,0.17588411988712874,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"35853639516701,0.09479573938614945,0.35398556847904783,0.17588411988712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871",0.28979215319490303,0.28979215319490303,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"411988712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"988712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"712874,0.28979215319490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898",0.32575423583519675,0.32575423583519675,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"490303 crossfitted_threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910",0.1871118096506793,0.1871118096506793,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"threshold,FULL_PCC,dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910587,0.3857240353811",0.2672570518157462,0.2672570518157462,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"dice_fixed,40,40,0.32575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910587,0.3857240353811594 crossfitted_thre",0.18834634832976513,0.18834634832976513,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2575423583519675,0.1871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_",0.43879100545898797,0.43879100545898797,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"871118096506793,0.2672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.269864",0.2706213325910587,0.2706213325910587,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"672570518157462,0.18834634832976513,0.43879100545898797,0.2706213325910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020",0.3857240353811594,0.3857240353811594,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"06213325910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"13325910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"25910587,0.3857240353811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650",0.26986480442716926,0.26986480442716926,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"3811594 crossfitted_threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321",0.16020259264743347,0.16020259264743347,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"threshold,FULL_PCC,soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321788,0.3202065248820",0.2583983758673641,0.2583983758673641,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"soft_dice,40,40,0.26986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321788,0.320206524882015 crossfitted_thre",0.1380498078249373,0.1380498078249373,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"6986480442716926,0.16020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier",0.35398810419650434,0.35398810419650434,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"6020259264743347,0.2583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.00470",0.22190333430321788,0.22190333430321788,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"583983758673641,0.1380498078249373,0.35398810419650434,0.22190333430321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.00",0.320206524882015,0.320206524882015,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"0333430321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.0029718",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"3430321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.0029718737",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"0321788,0.320206524882015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.00297187375242395,0.00623081618",0.004702401769835172,0.004702401769835172,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2015 crossfitted_threshold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.00297187375242395,0.006230816184005775,0.004027149191",0.0022371192227205613,0.0022371192227205613,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"hold,FULL_PCC,brier_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.00297187375242395,0.006230816184005775,0.004027149191587236,0.0054032575",0.0044005255538703,0.0044005255538703,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"_score,40,40,0.004702401769835172,0.0022371192227205613,0.0044005255538703,0.00297187375242395,0.006230816184005775,0.004027149191587236,0.005403257533925778 crossfitted",0.00297187375242395,0.00297187375242395,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2401769835172,0.0022371192227205613,0.0044005255538703,0.00297187375242395,0.006230816184005775,0.004027149191587236,0.005403257533925778 crossfitted_threshold,FULL_PCC,a",0.006230816184005775,0.006230816184005775,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"71192227205613,0.0044005255538703,0.00297187375242395,0.006230816184005775,0.004027149191587236,0.005403257533925778 crossfitted_threshold,FULL_PCC,average_precision,40,4",0.004027149191587236,0.004027149191587236,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"005255538703,0.00297187375242395,0.006230816184005775,0.004027149191587236,0.005403257533925778 crossfitted_threshold,FULL_PCC,average_precision,40,40,0.3730950537963239,",0.005403257533925778,0.005403257533925778,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"7236,0.005403257533925778 crossfitted_threshold,FULL_PCC,average_precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.1964882452",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"6,0.005403257533925778 crossfitted_threshold,FULL_PCC,average_precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.1964882452722",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,".005403257533925778 crossfitted_threshold,FULL_PCC,average_precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.19648824527225672,0.511540535325",0.3730950537963239,0.3730950537963239,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv," crossfitted_threshold,FULL_PCC,average_precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.19648824527225672,0.5115405353256944,0.3117218735769",0.20958885063734023,0.20958885063734023,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
